Id;Species;Not_at_all;Occassionally;Often;Main_species;Sum;Gear
NS0220M11;Siganus_sutor;1;0;0;0;1;none
NS0220M11;Siganus_stellatus;1;0;0;0;1;none
NS0220M11;Lethrinus_lentjan;1;0;0;0;1;none
NS0220M11;Lethrinus_borbonicus;1;0;0;0;1;none
NS0220M11;Lethrinus_harak;1;0;0;0;1;none
NS0220M11;Lethrinus_variegatus;1;0;0;0;1;none
NS0220M11;Lethrinus_mahsena;1;0;0;0;1;none
NS0220M11;Monodactylus_argentus;1;0;0;0;1;none
NS0220M11;Lutjanus_fulviflamma;1;0;0;0;1;none
NS0220M11;Scarus_ghobban;1;0;0;0;1;none
NS0220M11;Hipposcarus_harid;1;0;0;0;1;none
NS0220M11;Calatomus_carolinus;1;0;0;0;1;none
NS0220M11;Leptoscarus_vaigiensis;1;0;0;0;1;none
NS0220M11;Plectorhinchus_gibbus;1;0;0;0;1;none
NS0220M11;Acanthurus_spp;1;0;0;0;1;none
NS0220M11;Serranidae;1;0;0;0;1;none
NS0220M11;Mullidae;1;0;0;0;1;none
NS0220M11;Balistidae;1;0;0;0;1;none
NS0220M11;Mugilidae;1;0;0;0;1;none
NS0220M11;Belonidae;1;0;0;0;1;none
NS0220M11;Chirocentridae;1;0;0;0;1;none
NS0220M11;Sphyraenidae;1;0;0;0;1;none
NS0220M11;Caesionidae;1;0;0;0;1;none
NS0220M11;Sardinella_spp;1;0;0;0;1;none
NS0220M11;Anguilliformes;0;0;1;0;1;S
NS0220M11;Rhinobatidae;1;0;0;0;1;none
NS0220M11;Octopus;0;0;1;0;1;S
NS0220M11;Squids;0;0;1;0;1;S
NS0220M11;Crabs_Lobsters;0;0;1;0;1;S
NS0220M11;Snails;0;0;1;0;1;S
NS0220M12;Siganus_sutor;0;0;1;0;1;Handline
NS0220M12;Siganus_stellatus;1;0;0;0;1;none
NS0220M12;Lethrinus_lentjan;0;1;0;0;1;Handline
NS0220M12;Lethrinus_borbonicus;0;1;0;0;1;Handline
NS0220M12;Lethrinus_harak;0;1;0;0;1;Handline
NS0220M12;Lethrinus_variegatus;0;1;0;0;1;Handline
NS0220M12;Lethrinus_mahsena;0;1;0;0;1;Handline
NS0220M12;Monodactylus_argentus;1;0;0;0;1;none
NS0220M12;Lutjanus_fulviflamma;0;1;0;0;1;Handline
NS0220M12;Scarus_ghobban;1;0;0;0;1;none
NS0220M12;Hipposcarus_harid;0;1;0;0;1;Handline
NS0220M12;Calatomus_carolinus;1;0;0;0;1;none
NS0220M12;Leptoscarus_vaigiensis;1;0;0;0;1;none
NS0220M12;Plectorhinchus_gibbus;1;0;0;0;1;none
NS0220M12;Acanthurus_spp;1;0;0;0;1;none
NS0220M12;Serranidae;1;0;0;0;1;none
NS0220M12;Mullidae;1;0;0;0;1;none
NS0220M12;Balistidae;0;1;0;0;1;Handline
NS0220M12;Mugilidae;1;0;0;0;1;none
NS0220M12;Belonidae;1;0;0;0;1;none
NS0220M12;Chirocentridae;0;1;0;0;1;Handline
NS0220M12;Sphyraenidae;1;0;0;0;1;none
NS0220M12;Caesionidae;1;0;0;0;1;none
NS0220M12;Sardinella_spp;1;0;0;0;1;none
NS0220M12;Anguilliformes;1;0;0;0;1;none
NS0220M12;Rhinobatidae;1;0;0;0;1;none
NS0220M12;Octopus;1;0;0;0;1;none
NS0220M12;Squids;0;1;0;0;1;Handline
NS0220M12;Crabs_Lobsters;1;0;0;0;1;none
NS0220M12;Snails;1;0;0;0;1;none
NS0220M13;Siganus_sutor;0;0;1;0;1;Trap
NS0220M13;Siganus_stellatus;0;1;0;0;1;Trap
NS0220M13;Lethrinus_lentjan;0;0;1;0;1;Trap
NS0220M13;Lethrinus_borbonicus;0;1;0;0;1;Trap
NS0220M13;Lethrinus_harak;0;0;1;0;1;Trap
NS0220M13;Lethrinus_variegatus;1;0;0;0;1;none
NS0220M13;Lethrinus_mahsena;0;0;1;0;1;Trap
NS0220M13;Monodactylus_argentus;1;0;0;0;1;none
NS0220M13;Lutjanus_fulviflamma;0;1;0;0;1;Trap
NS0220M13;Scarus_ghobban;0;0;1;0;1;Trap
NS0220M13;Hipposcarus_harid;0;0;1;0;1;Trap
NS0220M13;Calatomus_carolinus;1;0;0;0;1;none
NS0220M13;Leptoscarus_vaigiensis;0;0;1;0;1;Trap
NS0220M13;Plectorhinchus_gibbus;1;0;0;0;1;none
NS0220M13;Acanthurus_spp;0;1;0;0;1;Trap
NS0220M13;Serranidae;0;1;0;0;1;Trap
NS0220M13;Mullidae;0;0;1;0;1;Trap
NS0220M13;Balistidae;0;1;0;0;1;Trap
NS0220M13;Mugilidae;0;0;1;0;1;Gillnet
NS0220M13;Belonidae;0;0;1;0;1;Gillnet
NS0220M13;Chirocentridae;1;0;0;0;1;none
NS0220M13;Sphyraenidae;1;0;0;0;1;none
NS0220M13;Caesionidae;0;0;1;0;1;Trap
NS0220M13;Sardinella_spp;1;0;0;0;1;none
NS0220M13;Anguilliformes;0;0;1;0;1;Trap
NS0220M13;Rhinobatidae;0;0;1;0;1;Gillnet
NS0220M13;Octopus;0;1;0;0;1;Trap
NS0220M13;Squids;0;1;0;0;1;Trap
NS0220M13;Crabs_Lobsters;0;1;0;0;1;Trap
NS0220M13;Snails;1;0;0;0;1;none
NS0220M14;Siganus_sutor;0;0;1;0;1;Trap
NS0220M14;Siganus_stellatus;0;1;0;0;1;Trap
NS0220M14;Lethrinus_lentjan;0;0;1;0;1;Trap
NS0220M14;Lethrinus_borbonicus;1;0;0;0;1;
NS0220M14;Lethrinus_harak;0;1;0;0;1;Trap
NS0220M14;Lethrinus_variegatus;1;0;0;0;1;
NS0220M14;Lethrinus_mahsena;0;0;1;0;1;Trap
NS0220M14;Monodactylus_argentus;1;0;0;0;1;
NS0220M14;Lutjanus_fulviflamma;1;0;0;0;1;
NS0220M14;Scarus_ghobban;0;0;1;0;1;Trap
NS0220M14;Hipposcarus_harid;0;0;1;0;1;Trap
NS0220M14;Calatomus_carolinus;1;0;0;0;1;
NS0220M14;Leptoscarus_vaigiensis;1;0;0;0;1;
NS0220M14;Plectorhinchus_gibbus;0;1;0;0;1;Trap
NS0220M14;Acanthurus_spp;0;1;0;0;1;Trap
NS0220M14;Serranidae;0;1;0;0;1;Trap
NS0220M14;Mullidae;0;1;0;0;1;Trap
NS0220M14;Balistidae;0;1;0;0;1;Trap
NS0220M14;Mugilidae;1;0;0;0;1;
NS0220M14;Belonidae;1;0;0;0;1;
NS0220M14;Chirocentridae;1;0;0;0;1;
NS0220M14;Sphyraenidae;1;0;0;0;1;
NS0220M14;Caesionidae;1;0;0;0;1;
NS0220M14;Sardinella_spp;1;0;0;0;1;
NS0220M14;Anguilliformes;0;1;0;0;1;Trap
NS0220M14;Rhinobatidae;1;0;0;0;1;
NS0220M14;Octopus;0;1;0;0;1;Trap
NS0220M14;Squids;0;1;0;0;1;Trap
NS0220M14;Crabs_Lobsters;1;0;0;0;1;
NS0220M14;Snails;1;0;0;0;1;
NS0220M15;Siganus_sutor;0;0;1;0;1;Trap
NS0220M15;Siganus_stellatus;0;1;0;0;1;Trap
NS0220M15;Lethrinus_lentjan;0;0;1;0;1;Trap
NS0220M15;Lethrinus_borbonicus;0;1;0;0;1;Trap
NS0220M15;Lethrinus_harak;0;1;0;0;1;Trap
NS0220M15;Lethrinus_variegatus;0;1;0;0;1;Trap
NS0220M15;Lethrinus_mahsena;0;0;1;0;1;Trap
NS0220M15;Monodactylus_argentus;1;0;0;0;1;none
NS0220M15;Lutjanus_fulviflamma;0;0;1;0;1;Trap
NS0220M15;Scarus_ghobban;0;0;1;0;1;Trap
NS0220M15;Hipposcarus_harid;0;0;1;0;1;Trap
NS0220M15;Calatomus_carolinus;1;0;0;0;1;none
NS0220M15;Leptoscarus_vaigiensis;0;0;1;0;1;Trap
NS0220M15;Plectorhinchus_gibbus;0;0;1;0;1;Trap
NS0220M15;Acanthurus_spp;0;0;1;0;1;Trap
NS0220M15;Serranidae;0;1;0;0;1;Trap
NS0220M15;Mullidae;0;1;0;0;1;Trap
NS0220M15;Balistidae;0;0;1;0;1;Trap
NS0220M15;Mugilidae;1;0;0;0;1;none
NS0220M15;Belonidae;1;0;0;0;1;none
NS0220M15;Chirocentridae;1;0;0;0;1;none
NS0220M15;Sphyraenidae;1;0;0;0;1;none
NS0220M15;Caesionidae;1;0;0;0;1;none
NS0220M15;Sardinella_spp;1;0;0;0;1;none
NS0220M15;Anguilliformes;1;0;0;0;1;none
NS0220M15;Rhinobatidae;1;0;0;0;1;none
NS0220M15;Octopus;0;1;0;0;1;Trap
NS0220M15;Squids;0;1;0;0;1;Trap
NS0220M15;Crabs_Lobsters;0;1;0;0;1;Trap
NS0220M15;Snails;0;1;0;0;1;Trap
NS0221P16;Siganus_sutor;0;0;1;0;1;Handline
NS0221P16;Siganus_stellatus;1;0;0;0;1;none
NS0221P16;Lethrinus_lentjan;1;0;0;0;1;none
NS0221P16;Lethrinus_borbonicus;0;1;0;0;1;Handline
NS0221P16;Lethrinus_harak;0;1;0;0;1;Handline
NS0221P16;Lethrinus_variegatus;0;1;0;0;1;Handline
NS0221P16;Lethrinus_mahsena;0;1;0;0;1;Handline
NS0221P16;Monodactylus_argentus;1;0;0;0;1;none
NS0221P16;Lutjanus_fulviflamma;1;0;0;0;1;none
NS0221P16;Scarus_ghobban;1;0;0;0;1;none
NS0221P16;Hipposcarus_harid;1;0;0;0;1;none
NS0221P16;Calatomus_carolinus;1;0;0;0;1;none
NS0221P16;Leptoscarus_vaigiensis;1;0;0;0;1;none
NS0221P16;Plectorhinchus_gibbus;1;0;0;0;1;none
NS0221P16;Acanthurus_spp;1;0;0;0;1;none
NS0221P16;Serranidae;1;0;0;0;1;none
NS0221P16;Mullidae;1;0;0;0;1;none
NS0221P16;Balistidae;0;1;0;0;1;Handline
NS0221P16;Mugilidae;1;0;0;0;1;none
NS0221P16;Belonidae;1;0;0;0;1;none
NS0221P16;Chirocentridae;1;0;0;0;1;none
NS0221P16;Sphyraenidae;1;0;0;0;1;none
NS0221P16;Caesionidae;1;0;0;0;1;none
NS0221P16;Sardinella_spp;1;0;0;0;1;none
NS0221P16;Anguilliformes;0;1;0;0;1;Spear
NS0221P16;Rhinobatidae;1;0;0;0;1;none
NS0221P16;Octopus;0;0;1;0;1;Spear
NS0221P16;Squids;1;0;0;0;1;none
NS0221P16;Crabs_Lobsters;0;1;0;0;1;Spear
NS0221P16;Snails;0;1;0;0;1;FootFisher
NS0221P17;Siganus_sutor;0;0;1;0;1;Handline
NS0221P17;Siganus_stellatus;0;1;0;0;1;Trap
NS0221P17;Lethrinus_lentjan;0;0;1;0;1;Dragnet
NS0221P17;Lethrinus_borbonicus;0;0;1;0;1;Handline
NS0221P17;Lethrinus_harak;0;0;1;0;1;Dragnet
NS0221P17;Lethrinus_variegatus;1;0;0;0;1;none
NS0221P17;Lethrinus_mahsena;0;0;1;0;1;Dragnet/Trap/Handline
NS0221P17;Monodactylus_argentus;0;0;1;0;1;Dragnet
NS0221P17;Lutjanus_fulviflamma;0;0;1;0;1;Handline
NS0221P17;Scarus_ghobban;0;0;1;0;1;Trap
NS0221P17;Hipposcarus_harid;0;1;0;0;1;Handline
NS0221P17;Calatomus_carolinus;1;0;0;0;1;none
NS0221P17;Leptoscarus_vaigiensis;0;0;1;0;1;Trap
NS0221P17;Plectorhinchus_gibbus;0;1;0;0;1;Trap
NS0221P17;Acanthurus_spp;0;0;1;0;1;Dragnet/Trap
NS0221P17;Serranidae;0;1;0;0;1;Handline
NS0221P17;Mullidae;0;0;1;0;1;Trap
NS0221P17;Balistidae;0;0;1;0;1;Handline
NS0221P17;Mugilidae;0;0;1;0;1;Dragnet
NS0221P17;Belonidae;0;1;0;0;1;Dragnet
NS0221P17;Chirocentridae;0;0;1;0;1;Dragnet/Handline
NS0221P17;Sphyraenidae;0;0;1;0;1;Dragnet
NS0221P17;Caesionidae;0;1;0;0;1;Dragnet
NS0221P17;Sardinella_spp;1;0;0;0;1;none
NS0221P17;Anguilliformes;0;1;0;0;1;Trap
NS0221P17;Rhinobatidae;1;0;0;0;1;none
NS0221P17;Octopus;0;0;1;0;1;Spear
NS0221P17;Squids;0;0;1;0;1;Handline
NS0221P17;Crabs_Lobsters;1;0;0;0;1;none
NS0221P17;Snails;1;0;0;0;1;none
NS0221P18;Siganus_sutor;0;0;1;0;1;Handline
NS0221P18;Siganus_stellatus;0;1;0;0;1;Handline
NS0221P18;Lethrinus_lentjan;0;0;1;0;1;Longline
NS0221P18;Lethrinus_borbonicus;0;1;0;0;1;Handline
NS0221P18;Lethrinus_harak;0;1;0;0;1;Longline
NS0221P18;Lethrinus_variegatus;0;1;0;0;1;Handline
NS0221P18;Lethrinus_mahsena;0;1;0;0;1;Handline
NS0221P18;Monodactylus_argentus;1;0;0;0;1;none
NS0221P18;Lutjanus_fulviflamma;0;1;0;0;1;Handline
NS0221P18;Scarus_ghobban;1;0;0;0;1;none
NS0221P18;Hipposcarus_harid;1;0;0;0;1;none
NS0221P18;Calatomus_carolinus;1;0;0;0;1;none
NS0221P18;Leptoscarus_vaigiensis;1;0;0;0;1;none
NS0221P18;Plectorhinchus_gibbus;0;1;0;0;1;Longline
NS0221P18;Acanthurus_spp;1;0;0;0;1;none
NS0221P18;Serranidae;0;0;1;0;1;Longline
NS0221P18;Mullidae;1;0;0;0;1;none
NS0221P18;Balistidae;1;0;0;0;1;none
NS0221P18;Mugilidae;1;0;0;0;1;none
NS0221P18;Belonidae;1;0;0;0;1;none
NS0221P18;Chirocentridae;1;0;0;0;1;none
NS0221P18;Sphyraenidae;1;0;0;0;1;none
NS0221P18;Caesionidae;1;0;0;0;1;none
NS0221P18;Sardinella_spp;1;0;0;0;1;none
NS0221P18;Anguilliformes;0;1;0;0;1;Longline
NS0221P18;Rhinobatidae;0;1;0;0;1;Longline
NS0221P18;Octopus;1;0;0;0;1;none
NS0221P18;Squids;0;1;0;0;1;Longline/Handline
NS0221P18;Crabs_Lobsters;1;0;0;0;1;none
NS0221P18;Snails;1;0;0;0;1;none
NS0221P19;Siganus_sutor;1;0;0;0;1;none
NS0221P19;Siganus_stellatus;1;0;0;0;1;none
NS0221P19;Lethrinus_lentjan;0;0;1;0;1;Trap
NS0221P19;Lethrinus_borbonicus;0;0;1;0;1;Trap
NS0221P19;Lethrinus_harak;0;0;1;0;1;Trap
NS0221P19;Lethrinus_variegatus;0;0;1;0;1;Trap
NS0221P19;Lethrinus_mahsena;0;0;1;0;1;Trap
NS0221P19;Monodactylus_argentus;1;0;0;0;1;none
NS0221P19;Lutjanus_fulviflamma;0;0;1;0;1;Trap
NS0221P19;Scarus_ghobban;0;1;0;0;1;Trap
NS0221P19;Hipposcarus_harid;1;0;0;0;1;none
NS0221P19;Calatomus_carolinus;1;0;0;0;1;none
NS0221P19;Leptoscarus_vaigiensis;1;0;0;0;1;none
NS0221P19;Plectorhinchus_gibbus;1;0;0;0;1;none
NS0221P19;Acanthurus_spp;1;0;0;0;1;none
NS0221P19;Serranidae;0;1;0;0;1;Trap
NS0221P19;Mullidae;0;1;0;0;1;Trap
NS0221P19;Balistidae;1;0;0;0;1;none
NS0221P19;Mugilidae;1;0;0;0;1;none
NS0221P19;Belonidae;1;0;0;0;1;none
NS0221P19;Chirocentridae;1;0;0;0;1;none
NS0221P19;Sphyraenidae;1;0;0;0;1;none
NS0221P19;Caesionidae;1;0;0;0;1;none
NS0221P19;Sardinella_spp;1;0;0;0;1;none
NS0221P19;Anguilliformes;1;0;0;0;1;none
NS0221P19;Rhinobatidae;1;0;0;0;1;none
NS0221P19;Octopus;1;0;0;0;1;none
NS0221P19;Squids;1;0;0;0;1;none
NS0221P19;Crabs_Lobsters;1;0;0;0;1;none
NS0221P19;Snails;1;0;0;0;1;none
NS0221P20;Siganus_sutor;0;0;1;0;1;Handline
NS0221P20;Siganus_stellatus;0;1;0;0;1;Handline
NS0221P20;Lethrinus_lentjan;0;1;0;0;1;Handline
NS0221P20;Lethrinus_borbonicus;0;0;1;0;1;Handline
NS0221P20;Lethrinus_harak;0;1;0;0;1;Handline
NS0221P20;Lethrinus_variegatus;0;0;1;0;1;Handline
NS0221P20;Lethrinus_mahsena;0;1;0;0;1;Handline
NS0221P20;Monodactylus_argentus;1;0;0;0;1;none
NS0221P20;Lutjanus_fulviflamma;0;1;0;0;1;Handline
NS0221P20;Scarus_ghobban;1;0;0;0;1;none
NS0221P20;Hipposcarus_harid;0;1;0;0;1;Handline
NS0221P20;Calatomus_carolinus;1;0;0;0;1;none
NS0221P20;Leptoscarus_vaigiensis;1;0;0;0;1;none
NS0221P20;Plectorhinchus_gibbus;1;0;0;0;1;none
NS0221P20;Acanthurus_spp;0;1;0;0;1;Handline
NS0221P20;Serranidae;0;1;0;0;1;Handline
NS0221P20;Mullidae;1;0;0;0;1;none
NS0221P20;Balistidae;0;1;0;0;1;Handline
NS0221P20;Mugilidae;1;0;0;0;1;none
NS0221P20;Belonidae;0;1;0;0;1;Handline
NS0221P20;Chirocentridae;0;1;0;0;1;Handline
NS0221P20;Sphyraenidae;1;0;0;0;1;none
NS0221P20;Caesionidae;1;0;0;0;1;none
NS0221P20;Sardinella_spp;1;0;0;0;1;none
NS0221P20;Anguilliformes;1;0;0;0;1;none
NS0221P20;Rhinobatidae;1;0;0;0;1;none
NS0221P20;Octopus;0;1;0;0;1;Handline
NS0221P20;Squids;0;0;1;0;1;Handline
NS0221P20;Crabs_Lobsters;1;0;0;0;1;none
NS0221P20;Snails;1;0;0;0;1;none
HK0213U1;Siganus_sutor;1;0;0;0;1;none
HK0213U1;Siganus_stellatus;1;0;0;0;1;none
HK0213U1;Lethrinus_lentjan;0;0;1;0;1;Longline
HK0213U1;Lethrinus_borbonicus;0;0;1;0;1;Longline
HK0213U1;Lethrinus_harak;;;;0;0;
HK0213U1;Lethrinus_variegatus;0;1;0;0;1;Longline
HK0213U1;Lethrinus_mahsena;0;0;1;0;1;Longline
HK0213U1;Monodactylus_argentus;1;0;0;0;1;none
HK0213U1;Lutjanus_fulviflamma;0;0;1;0;1;Longline
HK0213U1;Scarus_ghobban;1;0;0;0;1;none
HK0213U1;Hipposcarus_harid;1;0;0;0;1;none
HK0213U1;Calatomus_carolinus;1;0;0;0;1;none
HK0213U1;Leptoscarus_vaigiensis;1;0;0;0;1;none
HK0213U1;Plectorhinchus_gibbus;1;0;0;0;1;none
HK0213U1;Acanthurus_spp;1;0;0;0;1;none
HK0213U1;Serranidae;0;0;1;0;1;Longline
HK0213U1;Mullidae;1;0;0;0;1;none
HK0213U1;Balistidae;0;1;0;0;1;Longline
HK0213U1;Mugilidae;1;0;0;0;1;none
HK0213U1;Belonidae;1;0;0;0;1;none
HK0213U1;Chirocentridae;1;0;0;0;1;none
HK0213U1;Sphyraenidae;0;1;0;0;1;Longline
HK0213U1;Caesionidae;1;0;0;0;1;none
HK0213U1;Sardinella_spp;1;0;0;0;1;none
HK0213U1;Anguilliformes;0;0;0;0;0;
HK0213U1;Rhinobatidae;0;1;0;0;1;Longline
HK0213U1;Octopus;1;0;0;0;1;none
HK0213U1;Squids;1;0;0;0;1;none
HK0213U1;Crabs_Lobsters;1;0;0;0;1;none
HK0213U1;Snails;1;0;0;0;1;none
HK0213U1;Others;1;0;0;0;1;none
HK0213U1;Ray;1;0;0;0;1;none
HK0213U1;others ongezea hapo chini;;;;;;
HK0213U2;Siganus_sutor;0;1;0;0;1;NA
HK0213U2;Siganus_stellatus;0;1;0;0;1;NA
HK0213U2;Lethrinus_lentjan;0;1;0;0;1;NA
HK0213U2;Lethrinus_borbonicus;0;0;1;0;1;NA
HK0213U2;Lethrinus_harak;0;0;1;0;1;NA
HK0213U2;Lethrinus_variegatus;0;0;1;0;1;NA
HK0213U2;Lethrinus_mahsena;0;1;0;0;1;NA
HK0213U2;Monodactylus_argentus;1;0;0;0;1;none
HK0213U2;Lutjanus_fulviflamma;0;0;1;0;1;NA
HK0213U2;Scarus_ghobban;1;0;0;0;1;none
HK0213U2;Hipposcarus_harid;1;0;0;0;1;none
HK0213U2;Calatomus_carolinus;1;0;0;0;1;none
HK0213U2;Leptoscarus_vaigiensis;1;0;0;0;1;none
HK0213U2;Plectorhinchus_gibbus;1;0;0;0;1;none
HK0213U2;Acanthurus_spp;1;0;0;0;1;none
HK0213U2;Serranidae;0;1;0;0;1;NA
HK0213U2;Mullidae;0;1;0;0;1;NA
HK0213U2;Balistidae;0;1;0;0;1;NA
HK0213U2;Mugilidae;1;0;0;0;1;none
HK0213U2;Belonidae;0;1;0;0;1;NA
HK0213U2;Chirocentridae;1;0;0;0;1;none
HK0213U2;Sphyraenidae;1;0;0;0;1;none
HK0213U2;Caesionidae;1;0;0;0;1;none
HK0213U2;Sardinella_spp;1;0;0;0;1;none
HK0213U2;Anguilliformes;;;;0;0;
HK0213U2;Rhinobatidae;1;0;0;0;1;none
HK0213U2;Octopus;1;0;0;0;1;none
HK0213U2;Squids;0;1;0;0;1;NA
HK0213U2;Crabs_Lobsters;1;0;0;0;1;none
HK0213U2;Snails;1;0;0;0;1;none
HK0213U2;Others;1;0;0;0;1;none
HK0213U2;Ray;1;0;0;0;1;none
HK0213U2;others ongezea hapo chini;1;0;0;0;1;none
HK0213U3;Siganus_sutor;0;0;1;0;1;Gillnet
HK0213U3;Siganus_stellatus;1;0;0;0;1;none
HK0213U3;Lethrinus_lentjan;;;;;0;
HK0213U3;Lethrinus_borbonicus;0;1;0;0;1;Gillnet
HK0213U3;Lethrinus_harak;0;1;0;0;1;Gillnet
HK0213U3;Lethrinus_variegatus;0;1;0;0;1;Gillnet
HK0213U3;Lethrinus_mahsena;1;0;0;0;1;none
HK0213U3;Monodactylus_argentus;0;1;0;0;1;Gillnet
HK0213U3;Lutjanus_fulviflamma;0;1;0;0;1;Gillnet
HK0213U3;Scarus_ghobban;0;1;0;0;1;Gillnet
HK0213U3;Hipposcarus_harid;0;1;0;0;1;Gillnet
HK0213U3;Calatomus_carolinus;0;1;0;0;1;Gillnet
HK0213U3;Leptoscarus_vaigiensis;;;;;0;
HK0213U3;Plectorhinchus_gibbus;1;1;;;2;
HK0213U3;Acanthurus_spp;1;1;;;2;
HK0213U3;Serranidae;1;1;;;2;
HK0213U3;Mullidae;0;1;0;0;1;Gillnet
HK0213U3;Balistidae;1;0;0;0;1;none
HK0213U3;Mugilidae;1;0;0;0;1;none
HK0213U3;Belonidae;;;;;0;
HK0213U3;Chirocentridae;1;0;0;0;1;none
HK0213U3;Sphyraenidae;1;0;0;0;1;none
HK0213U3;Caesionidae;1;0;0;0;1;none
HK0213U3;Sardinella_spp;1;0;0;0;1;none
HK0213U3;Anguilliformes;;;;;0;
HK0213U3;Rhinobatidae;;;;;0;
HK0213U3;Octopus;0;1;0;0;1;Gillnet
HK0213U3;Squids;0;1;0;0;1;Gillnet
HK0213U3;Crabs_Lobsters;1;0;0;0;1;none
HK0213U3;Snails;1;0;0;0;1;none
HK0213U3;Others;1;0;0;0;1;none
HK0213U3;Ray;1;0;0;0;1;none
HK0213U3;others ongezea hapo chini;1;0;0;0;1;none
HK0213U4;Siganus_sutor;;1;1;0;2;
HK0213U4;Siganus_stellatus;1;0;0;0;1;none
HK0213U4;Lethrinus_lentjan;1;1;;0;2;
HK0213U4;Lethrinus_borbonicus;0;0;1;0;1;Gillnet
HK0213U4;Lethrinus_harak;0;0;1;0;1;Gillnet
HK0213U4;Lethrinus_variegatus;0;0;1;0;1;Gillnet
HK0213U4;Lethrinus_mahsena;0;0;1;0;1;Gillnet
HK0213U4;Monodactylus_argentus;1;0;0;0;1;none
HK0213U4;Lutjanus_fulviflamma;0;1;0;0;1;Gillnet
HK0213U4;Scarus_ghobban;1;;1;0;2;
HK0213U4;Hipposcarus_harid;0;1;0;0;1;Gillnet
HK0213U4;Calatomus_carolinus;1;;1;0;2;
HK0213U4;Leptoscarus_vaigiensis;0;1;0;0;1;Gillnet
HK0213U4;Plectorhinchus_gibbus;1;0;0;0;1;none
HK0213U4;Acanthurus_spp;1;1;;0;2;
HK0213U4;Serranidae;;;;0;0;
HK0213U4;Mullidae;1;0;0;0;1;none
HK0213U4;Balistidae;0;1;0;0;1;Gillnet
HK0213U4;Mugilidae;1;0;0;0;1;none
HK0213U4;Belonidae;1;1;;0;2;
HK0213U4;Chirocentridae;1;0;0;0;1;none
HK0213U4;Sphyraenidae;1;0;0;0;1;none
HK0213U4;Caesionidae;1;0;0;0;1;none
HK0213U4;Sardinella_spp;1;0;0;0;1;none
HK0213U4;Anguilliformes;;;;0;0;
HK0213U4;Rhinobatidae;;;;0;0;
HK0213U4;Octopus;;;;0;0;
HK0213U4;Squids;;;;0;0;
HK0213U4;Crabs_Lobsters;;;;0;0;
HK0213U4;Snails;;;;0;0;
HK0213U4;Others;;;;0;0;
HK0213U4;Ray;0;1;0;0;1;Gillnet
HK0213U4;others ongezea hapo chini;1;0;0;0;1;none
HK0213U5;Siganus_sutor;;1;;0;1;Spear
HK0213U5;Siganus_stellatus;1;;;0;1;none
HK0213U5;Lethrinus_lentjan;1;;;0;1;none
HK0213U5;Lethrinus_borbonicus;1;;;0;1;none
HK0213U5;Lethrinus_harak;;1;;0;1;Spear
HK0213U5;Lethrinus_variegatus;;1;;0;1;Spear
HK0213U5;Lethrinus_mahsena;;1;;0;1;Spear
HK0213U5;Monodactylus_argentus;;1;;0;1;Spear
HK0213U5;Lutjanus_fulviflamma;;1;;0;1;Spear
HK0213U5;Scarus_ghobban;;1;;0;1;Spear
HK0213U5;Hipposcarus_harid;;;1;0;1;Spear
HK0213U5;Calatomus_carolinus;;;1;0;1;Spear
HK0213U5;Leptoscarus_vaigiensis;;1;;0;1;Spear
HK0213U5;Plectorhinchus_gibbus;;;1;0;1;Spear
HK0213U5;Acanthurus_spp;;;1;0;1;Spear
HK0213U5;Serranidae;;1;;0;1;Spear
HK0213U5;Mullidae;1;;;0;1;none
HK0213U5;Balistidae;;;1;0;1;Spear
HK0213U5;Mugilidae;1;;;0;1;none
HK0213U5;Belonidae;1;;;0;1;none
HK0213U5;Chirocentridae;1;;;0;1;none
HK0213U5;Sphyraenidae;1;;;0;1;none
HK0213U5;Caesionidae;1;;;0;1;none
HK0213U5;Sardinella_spp;1;;;0;1;none
HK0213U5;Anguilliformes;;;;0;0;
HK0213U5;Rhinobatidae;;1;;0;1;Spear
HK0213U5;Octopus;;1;;0;1;Spear
HK0213U5;Squids;;;1;0;1;Spear
HK0213U5;Crabs_Lobsters;;1;;0;1;Spear
HK0213U5;Snails;;;;0;0;
HK0213U5;Others;;1;;0;1;Spear
HK0213U5;Ray;;;1;0;1;Spear
HK0213U5;others ongezea hapo chini;1;;;0;1;none
HK0214C6;Siganus_sutor;1;0;0;0;1;none
HK0214C6;Siganus_stellatus;1;0;0;0;1;none
HK0214C6;Lethrinus_lentjan;1;0;0;0;1;none
HK0214C6;Lethrinus_borbonicus;1;0;0;0;1;none
HK0214C6;Lethrinus_harak;0;1;0;0;1;Spear
HK0214C6;Lethrinus_variegatus;;;;0;0;
HK0214C6;Lethrinus_mahsena;0;0;1;0;1;Spear
HK0214C6;Monodactylus_argentus;0;0;1;0;1;Spear
HK0214C6;Lutjanus_fulviflamma;0;0;1;0;1;Spear
HK0214C6;Scarus_ghobban;0;0;1;0;1;Spear
HK0214C6;Hipposcarus_harid;0;0;1;0;1;Spear
HK0214C6;Calatomus_carolinus;0;0;1;0;1;Spear
HK0214C6;Leptoscarus_vaigiensis;1;0;0;0;1;none
HK0214C6;Plectorhinchus_gibbus;0;0;1;0;1;Spear
HK0214C6;Acanthurus_spp;0;0;1;0;1;Spear
HK0214C6;Serranidae;0;1;0;0;1;Spear
HK0214C6;Mullidae;1;0;0;0;1;none
